Unique ID,Data Source,WDFW ID,DNR ID,RMAP ID,QIN ID,FS ID,CSP ID,Barrier Type,Latitude (from database),Longitude (from database),Latitude (map adjusted),Longitude (map adjusted),Stream Name,Tributary To Name,Interested Parties,Road Ownership,Road Name,Road Block,Road Number,Mile Post,County,HUC 10 Name,WRIA,Barrier Status,Barrier Passability,Barrier Flag,DST Calculation Adjustment,Fish Type,Total Prioritization Score,Habitat Quantity Score,Habitat Potential Score,Connectivity Score,Current Condition Score,Future Condition Score,Barrier Passability Score,Downstream Barrier Count,Downstream Barrier Count Score,Downstream Minimum Passability,Downstream Minimum Passability Score,Upstream Barrier Count,Upstream Barrier Count Score,Upstream Minimum Passability,Upstream Minimum Passability Score,Maximum Net Anadromous Habitat Gain Score,"Net Habitat Gain (Coho, miles)",Net Upstream Habitat Gain Coho Score,"Total Habitat Gain (Coho, miles)","Net Habitat Gain (Steelhead, miles)",Net Upstream Habitat Gain Steelhead Score,"Total Habitat Gain (Steelhead, miles)","Net Habitat Gain (Chinook, miles)",Net Upstream Habitat Gain Chinook Score,"Total Habitat Gain (Chinook, miles)","Net Habitat Gain (Sockeye, miles)",Net Upstream Habitat Gain Sockeye Score,"Total Habitat Gain (Sockeye, miles)","Net Habitat Gain (Bull Trout, miles)",Net Upstream Habitat Gain Bull Trout Score,"Total Habitat Gain (Bull Trout, miles)","Net Habitat Gain (Resident, miles)",Net Upstream Habitat Gain Resident Score,"Total Habitat Gain (Resident, miles)",Number of Species,Maximum Habitat Potential Score,Net Habitat Potential (Coho Winter),Habitat Potential Coho Winter Score,Net Habitat Potential (Coho Summer),Habitat Potential Coho Summer Score,Net Habitat Potential (Steelhead),Habitat Potential Steelhead Score,Net Habitat Potential (Chinook),Habitat Potential Chinook Score,Number of Documented Species,Documented Coho,Documented Steelhead,Documented Chinook,Documented Sockeye,Documented Bull Trout,Documented Resident,"Stream Temperature (2019, degrees C)",Current Stream Temperature Score,"Stream Temperature (2080, degrees C)",Future Stream Temperature Score,Future Winter Max Flows (Percent Change),Future Winter Max Flows Score,Future Winter Bankfull Flows (Percent Change),Future Winter Bankfull Flows Score,Future Summer Flows,Future Summer Flows Score,x,y
CWCC.05309,CSP.County,20800274,,,,,20800274,Culvert,47.93376413,-124.57311998,47.933761632,-124.573120837,unnamed,Dickey River,Quileute,County,Quillayute Airport Rd,,10610,0.183,Clallam,Dickey River,20,Barrier,0%,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,39.025,0,0,23.4,7.5,8.125,5,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,12.5395152196252,3,13.8285304810172,3,14.4037320570266,4,16.4415936886216,3,24.2576272371518,3,-13867416.378068576,6095842.196474791
CWCC.05338,CSP.County,20800302,,,,,20800302,Culvert,47.95016712,-124.369236,47.950238461,-124.369260732,unnamed,Calawah River,Quileute,County,E Division St,,13800,0.735,Clallam,Calawah River,20,Barrier,67%,Resident Only,,Resident Only,41.875,4,1.5,17,10,9.375,3,1,4,67%,4,2,3,67%,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,2,1.17,1,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,9.23847282849423,4,10.1443024600646,5,17.0894383065826,3,13.3848960400251,5,27.2531919569124,2,-13844722.775059767,6098580.2768927645
CWCC.05339,CSP.County,20800303,,,,,20800303,Culvert,47.95087197,-124.36139404,47.9508694940001,-124.361394888,unnamed,Calawah River,Quileute,County,Kings Ranch Rd,,13800,1.147,Clallam,Calawah River,20,Unknown,Unknown Barrier Status,Resident Only,,Resident Only,35.075,2,1.5,12.2,10,9.375,1,2,3,67%,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,1,0.77,1,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,9.23847282849423,4,10.1443024600646,5,17.0894383065826,3,13.3848960400251,5,27.2531919569124,2,-13843847.153290106,6098685.157799259
CWCC.05340,CSP.County,20800304,,,,,20800304,Culvert,47.95021267,-124.37271386,47.950181834,-124.372714127,unnamed,Calawah River,Quileute,County,E Division St,,13800,0.576,Clallam,Calawah River,20,Barrier,67%,Resident Only,,Resident Only,41.875,4,1.5,17,10,9.375,3,1,4,Unknown Barrier Status,4,2,3,67%,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,2,1.33,1,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,9.23847282849423,4,10.1443024600646,5,17.0894383065826,3,13.3848960400251,5,27.2531919569124,2,-13845107.20521036,6098570.8653048165
CWCC.05348,CSP.County,20800312,,,,,20800312,Culvert,47.93122556,-124.42624511,47.9314071920001,-124.426299414,unnamed,Bogachiel River,Quileute,County,Bogachiel Way,,12420,0.39,Clallam,Bogachiel River,20,Unknown,Unknown Barrier Status,No Estimated Upstream Habitat Gain; Downstream 0% Passable Barrier,,No Estimated Upstream Habitat,17.225,0,0,6.6,5,5.625,1,9,0,0%,0,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,21.5279217552579,2,23.7548168713768,1,18.02507101986,2,15.4996785072823,4,28.4096428887483,2,-13851072.292099675,6095451.01256485
CWCC.05353,WDFW March 2021,982347,,,,,20800317,Culvert,47.89135505,-124.37579861,47.891734995,-124.375940584,unnamed,Bogachiel River,Quileute,County,Fuhrman Rd,,11950,0.229,Clallam,Bogachiel River,20,Barrier,67%,,,Anadromous Only,38.825,3,7,18.2,5,5.625,3,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.05,1,0.05,0.05,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.33,2,0.05,1,0.11,1,-99999,0,0,No,No,No,No,No,No,21.5279217552579,2,23.7548168713768,1,18.02507101986,2,15.4996785072823,4,28.4096428887483,2,-13845466.37271781,6088862.257920876
CWCC.05356,WDFW March 2021,932781,,,,,20800319,Culvert,47.8945045,-124.37582378,47.894552757,-124.37583667,unnamed,Bogachiel River,Quileute,County,Fuhrman Rd,,11950,0.015,Clallam,Bogachiel River,20,Barrier,67%,,,Resident and Anadromous,43.125,5,10.5,17,5,5.625,3,1,4,Unknown Barrier Status,4,2,3,67%,4,1,0.93,1,0.93,0.93,1,0.93,0,0,0,0,0,0,0,0,0,0.72,1,0.72,3,3,0.43,3,0.17,1,0.16,1,-99999,0,0,No,No,No,No,No,No,21.5279217552579,2,23.7548168713768,1,18.02507101986,2,15.4996785072823,4,28.4096428887483,2,-13845454.805135798,6089330.0650201375
CWCC.05363,WDFW March 2021,20800326,,,,,20800326,Culvert,47.89546893,-124.35409566,47.8952988680001,-124.354345868,unnamed,Bogachiel River,Quileute,County,Undi Rd,,11670,0.527,Clallam,Bogachiel River,20,Barrier,0%,,,Resident and Anadromous,47.525,5,8.5,23.4,5,5.625,5,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.1,1,0.1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0.07,1,0.07,3,2,0.34,2,0.26,2,0.15,1,-99999,0,0,No,No,No,No,No,No,21.5279217552579,2,23.7548168713768,1,18.02507101986,2,15.4996785072823,4,28.4096428887483,2,-13843062.459992558,6089453.939261205
CWCC.05364,WDFW March 2021,20800327,,,,,20800327,Culvert,47.89559352,-124.35584131,47.8955787780001,-124.355726444,unnamed,Bogachiel River,Quileute,County,Undi Rd,,11670,0.449,Clallam,Bogachiel River,20,Barrier,0%,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,34.025,0,0,23.4,5,5.625,5,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,21.5279217552579,2,23.7548168713768,1,18.02507101986,2,15.4996785072823,4,28.4096428887483,2,-13843216.144931868,6089500.412067259
CWCC.05370,WDFW March 2021,20800333,,,,,20800333,Culvert,47.88754033,-124.34438889,47.887546738,-124.344416987,unnamed,Bogachiel River,Quileute,County,Undi Rd,,11670,1.343,Clallam,Bogachiel River,20,Barrier,67%,,,Resident and Anadromous,48.625,7,14,17,5,5.625,3,1,4,Unknown Barrier Status,4,2,3,67%,4,1,0.61,1,0.61,0.61,1,0.61,0.39,1,0.39,0,0,0,0,0,0,1.06,2,1.06,4,4,0.69,4,0.18,1,0.26,2,0.14,1,0,No,No,No,No,No,No,21.5279217552579,2,23.7548168713768,1,18.02507101986,2,15.4996785072823,4,28.4096428887483,2,-13841957.181943921,6088166.967252756
CWCC.05377,WDFW March 2021,20800341,,,,,20800341,Culvert,47.88436386,-124.3463794,47.884368168,-124.346379046,unnamed,Bogachiel River,Quileute,County,Undi Rd,,11670,1.601,Clallam,Bogachiel River,20,Unknown,Unknown Barrier Status,,,Resident and Anadromous,41.425,7,12,11.8,5,5.625,1,1,4,Unknown Barrier Status,4,2,3,67%,4,1,0.82,1,0.82,0.82,1,0.82,0.02,1,0.02,0,0,0,0,0,0,1.13,2,1.13,4,3,0.48,3,0.11,1,0.17,1,0.12,1,0,No,No,No,No,No,No,21.5279217552579,2,23.7548168713768,1,18.02507101986,2,15.4996785072823,4,28.4096428887483,2,-13842175.597428981,6087639.3317820085
CWCC.05380,WDFW March 2021,160927,,,,,20800343,Culvert,47.8780161,-124.33513562,47.8780811570001,-124.33519372,unnamed,Bogachiel River,Quileute,County,Undi Rd,,15000,0.298,Jefferson,Bogachiel River,20,Barrier,0%,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,34.025,0,0,23.4,5,5.625,5,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,21.5279217552579,2,23.7548168713768,1,18.02507101986,2,15.4996785072823,4,28.4096428887483,2,-13840930.452561447,6086595.797442189
CWCC.05402,CSP.County,20800365,,,,,20800365,Culvert,47.88164621,-124.31806058,47.881646844,-124.31808104,unnamed,Bogachiel River,Quileute,County,Undi Rd Bypass,,,,Clallam,Bogachiel River,20,Unknown,Unknown Barrier Status,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,23.625,0,0,13,5,5.625,1,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,21.5279217552579,2,23.7548168713768,1,18.02507101986,2,15.4996785072823,4,28.4096428887483,2,-13839025.477714512,6087187.62381357
CWCC.05409,WDFW March 2021,20800372,,,,,20800372,Culvert,47.87993807,-124.31385098,47.8800514690001,-124.314409919,unnamed,Bogachiel River,Quileute,County,Undi Rd Bypass,,,,Jefferson,Bogachiel River,20,Barrier,0%,No Estimated Upstream Habitat Gain (Adjusted),No Habitat Gain,No Estimated Upstream Habitat,32.425,0,0,21.8,5,5.625,5,1,4,33%,2,0,5,NA,5,0,,0,,,0,,,0,,,0,,,0,,,0,,0,0,,0,,0,,0,,0,0,No,No,No,No,No,No,21.5279217552579,2,23.7548168713768,1,18.02507101986,2,15.4996785072823,4,28.4096428887483,2,-13838616.810416522,6086922.821432941
CWCC.05421,CSP.County,20800384,,,,,20800384,Culvert,47.87629776,-124.31482544,47.8763067690001,-124.315243149,unnamed,Bogachiel River,Quileute,County,Undi Rd,,,,Jefferson,Bogachiel River,20,Barrier,33%,Resident Only,,Resident Only,35.225,2,3,19.6,5,5.625,4,1,4,Unknown Barrier Status,4,2,3,67%,4,0,0,0,0.38,0,0,0.38,0,0,0,0,0,0,0,0,0,0.09,1,0.09,1,0,-99999,0,-99999,0,-99999,0,-99999,0,1,No,No,No,No,No,Yes,21.5279217552579,2,23.7548168713768,1,18.02507101986,2,15.4996785072823,4,28.4096428887483,2,-13838709.565171897,6086301.302839845
CWCC.05427,WDFW March 2021,160934,,,,,20800389,Culvert,47.87730207,-124.3242052,47.877366689,-124.323912998,Box Canyon,Bogachiel River,Quileute,County,Undi Rd,,15000,0.871,Jefferson,Bogachiel River,20,Barrier,0%,Resident Only,,Resident Only,36.325,2,1.5,22.2,5,5.625,5,1,4,Unknown Barrier Status,4,2,3,67%,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,1,0.06,1,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,21.5279217552579,2,23.7548168713768,1,18.02507101986,2,15.4996785072823,4,28.4096428887483,2,-13839674.688312408,6086477.216331937
CWCC.05440,CSP.County,160945,,,,,20800403,Culvert,47.87421492,-124.33847904,47.874316987,-124.338784639,unnamed,Bogachiel River,Quileute,County,Dowans Creek Rd,,14680,0.192,Jefferson,Bogachiel River,20,Barrier,67%,,,Resident and Anadromous,43.025,5,12,15.4,5,5.625,3,1,4,Unknown Barrier Status,4,2,3,0%,0,1,0.15,1,0.15,0.15,1,0.15,0,0,0,0,0,0,0,0,0,0.26,1,0.32,3,3,0.35,2,0.4,3,0.17,1,-99999,0,1,No,No,No,No,No,Yes,21.5279217552579,2,23.7548168713768,1,18.02507101986,2,15.4996785072823,4,28.4096428887483,2,-13841330.191828365,6085971.071436336
CWCC.05441,CSP.County,20800404,,,,,20800404,Culvert,47.87413607,-124.33994078,47.873817844,-124.339763511,unnamed,Bogachiel River,Quileute,County,Dowans Creek Rd,,14680,0.123,Jefferson,Bogachiel River,20,Barrier,67%,,,Resident and Anadromous,43.125,5,10.5,17,5,5.625,3,1,4,67%,4,2,3,67%,4,1,0.09,1,0.09,0.09,1,0.09,0,0,0,0,0,0,0,0,0,0.2,1,0.25,3,3,0.31,2,0.43,3,0.16,1,-99999,0,0,No,No,No,No,No,No,21.5279217552579,2,23.7548168713768,1,18.02507101986,2,15.4996785072823,4,28.4096428887483,2,-13841439.159362428,6085888.233814472
CWCC.05473,WDFW March 2021,160975,,,,,20800436,Culvert,47.80953014,-124.25803064,47.809572985,-124.258024404,unnamed,Hoh River,Hoh,County,Oil City Rd,,13430,0.02,Jefferson,Hoh River,20,Barrier,67%,,,Anadromous Only,35.175,3,7,15.8,5,4.375,3,1,4,Unknown Barrier Status,4,3,2,33%,2,1,0.53,1,0.53,0.53,1,0.53,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.25,2,0.16,1,0.1,1,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13832340.003599614,6075232.832477799
CWCC.05474,CSP.County,160976,,,,,20800437,Culvert,47.80828239,-124.25860377,47.8082826520001,-124.258585553,unnamed,Hoh River,Hoh,County,Oil City Rd,,13430,0.145,Jefferson,Hoh River,20,Barrier,33%,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,30.175,0,0,20.8,5,4.375,4,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13832402.470459094,6075018.957988824
CWCC.05475,CSP.County,160977,,,,,20800438,Culvert,47.80717916,-124.25983087,47.8071760060001,-124.259843529,unnamed,Hoh River,Hoh,County,Oil City Rd,,13430,0.222,Jefferson,Hoh River,20,Barrier,0%,,,Anadromous Only,42.775,3,7,23.4,5,4.375,5,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.03,1,0.03,0.03,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.08,1,0.27,2,0.05,1,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13832542.507728353,6074835.534124048
CWCC.05477,WDFW March 2021,160978,,,,,20800440,Culvert,47.80354494,-124.26262404,47.8035974900001,-124.262666159,Two Trout Creek,Hoh River,Hoh,County,Oil City Rd,,13430,0.52,Jefferson,Hoh River,20,Barrier,0%,,,Resident and Anadromous,48.275,5,10.5,23.4,5,4.375,5,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.21,1,0.21,0.21,1,0.21,0,0,0,0,0,0,0,0,0,0.68,1,0.68,3,3,0.18,1,0.5,3,0.11,1,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13832856.7214177,6074242.430540555
CWCC.05479,CSP.County,160979,,,,,20800441,Culvert,47.79721408,-124.26874312,47.79715638,-124.268805432,unnamed,Hoh River,Hoh,County,Oil City Rd,,13430,1.051,Jefferson,Hoh River,20,Barrier,33%,,,Anadromous Only,44.175,3,11,20.8,5,4.375,4,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.24,1,0.24,0.24,1,0.24,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.67,4,0.16,1,0.24,2,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13833540.14221196,6073174.983187148
CWCC.05483,WDFW March 2021,160982,,,,,20800445,Culvert,47.79249318,-124.27877409,47.792500492,-124.278853916,unnamed,Hoh River,Hoh,County,Oil City Rd,,13430,1.67,Jefferson,Hoh River,20,Barrier,67%,Resident Only,,Resident Only,31.075,2,1.5,18.2,5,4.375,3,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1,0.02,1,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13834658.734338993,6072403.472681886
CWCC.05484,CSP.County,160983,,,,,20800446,Culvert,47.79227147,-124.27984576,47.7922868370001,-124.280191217,unnamed,Hoh River,Hoh,County,Oil City Rd,,13430,1.703,Jefferson,Hoh River,20,Barrier,0%,Resident Only,,Resident Only,36.275,2,1.5,23.4,5,4.375,5,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1,0.02,1,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13834807.601914616,6072368.070351463
CWCC.05487,CSP.County,160985,,,,,20800449,Culvert,47.79207946,-124.28704255,47.7921237130001,-124.286936364,unnamed,Hoh River,Hoh,County,Oil City Rd,,13430,2.041,Jefferson,Hoh River,20,Barrier,0%,,,Anadromous Only,42.775,3,7,23.4,5,4.375,5,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.18,1,0.18,0.18,1,0.18,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.29,2,0.1,1,0.11,1,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13835558.468315782,6072341.041068372
CWCC.05490,CSP.County,160988,,,,,20800452,Culvert,47.79104098,-124.29292217,47.7905612010001,-124.293493727,unnamed,Hoh River,Hoh,County,Oil City Rd,,13430,2.357,Jefferson,Hoh River,20,Barrier,0%,,,Resident and Anadromous,44.675,5,8.5,21.8,5,4.375,5,1,4,33%,2,0,5,NA,5,1,0.29,1,0.29,0.29,1,0.29,0,0,0,0,0,0,0,0,0,0.61,1,0.61,3,2,0.2,2,0.32,2,0.11,1,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13836288.430578293,6072082.140216416
CWCC.05493,CSP.County,160991,,,,,20800455,Culvert,47.78767207,-124.29623902,47.787725289,-124.296346692,unnamed,Hoh River,Hoh,County,Oil City Rd,,13430,2.638,Jefferson,Hoh River,20,Barrier,0%,,,Resident and Anadromous,45.475,5,10.5,20.6,5,4.375,5,1,4,33%,2,2,3,67%,4,1,0.39,1,0.39,0.39,1,0.39,0,0,0,0,0,0,0,0,0,0.32,1,0.33,3,3,0.18,1,0.43,3,0.1,1,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13836606.021272536,6071612.262704104
CWCC.05494,CSP.County,160998,,,,,20800456,Culvert,47.78342886,-124.29954255,47.783324678,-124.29973777,Winney Trib,Hoh River,Hoh,County,Oil City Rd,,13430,2.991,Jefferson,Hoh River,20,Barrier,0%,,,Resident and Anadromous,46.275,5,8.5,23.4,5,4.375,5,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.53,1,0.53,0.53,1,0.53,0,0,0,0,0,0,0,0,0,0.77,1,0.77,3,2,0.22,2,0.31,2,0.1,1,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13836983.514348235,6070883.183834832
CWCC.05502,WDFW March 2021,160999,,,,,20800464,Culvert,47.78090971,-124.30567339,47.780869593,-124.305480728,unnamed,Hoh River,Hoh,County,Oil City Rd,,13430,3.35,Jefferson,Hoh River,20,Barrier,33%,,,Resident and Anadromous,45.675,5,10.5,20.8,5,4.375,4,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.71,1,0.71,0.71,1,0.71,0,0,0,0,0,0,0,0,0,0.4,1,0.4,3,3,0.46,3,0.19,1,0.18,1,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13837622.81741282,6070476.460094071
CWCC.05506,CSP.County,161015,,,,,20800468,Culvert,47.77176599,-124.31831174,47.771735913,-124.3179698,unnamed,Hoh River,Hoh,County,Oil City Rd,,13430,4.228,Jefferson,Hoh River,20,Barrier,0%,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,32.775,0,0,23.4,5,4.375,5,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13839013.094543876,6068963.490113023
CWCC.05510,CSP.County,161011,,,,,20800472,Culvert,47.77368526,-124.31472745,47.7737646300001,-124.314573608,unnamed,Hoh River,Hoh,County,Oil City Rd,,13430,4.007,Jefferson,Hoh River,20,Barrier,0%,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,32.775,0,0,23.4,5,4.375,5,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13838635.03219505,6069299.518760649
CWCC.05511,CSP.County,161010,,,,,20800473,Culvert,47.77455457,-124.31373794,47.774586185,-124.313737838,unnamed,Hoh River,Hoh,County,Oil City Rd,,13430,3.931,Jefferson,Hoh River,20,Barrier,33%,,,Anadromous Only,40.175,3,7,20.8,5,4.375,4,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.21,1,0.21,0.21,1,0.21,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.07,1,0.29,2,0.03,1,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13838541.994758809,6069435.601694497
CWCC.05531,WDFW March 2021,161041,,,,,20800495,Culvert,47.75777205,-124.35870083,47.7578357180001,-124.35857796,unnamed,Hoh River,Hoh,County,Oil City Rd,,13430,6.725,Jefferson,Hoh River,20,Barrier,0%,,,Resident and Anadromous,47.075,5,10.5,22.2,5,4.375,5,1,4,Unknown Barrier Status,4,2,3,67%,4,1,0.48,1,0.7,0.48,1,0.7,0,0,0,0,0,0,0,0,0,0.32,1,0.48,3,3,0.27,2,0.41,3,0.13,1,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13843533.574299185,6066661.46919045
CWCC.05536,WDFW March 2021,161036,,,,,20800500,Culvert,47.76055274,-124.3529281,47.7603309240001,-124.353458394,unnamed,Hoh River,Hoh,County,Oil City Rd,,13430,6.378,Jefferson,Hoh River,20,Barrier,33%,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,30.175,0,0,20.8,5,4.375,4,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13842963.666821392,6067074.6566602895
CWCC.05542,WDFW March 2021,161030,,,,,20800506,Fishway,47.76486439,-124.34735476,47.764794527,-124.346821628,unnamed,Hoh River,Hoh,County,Oil City Rd,,13430,5.961,Jefferson,Hoh River,20,Barrier,67%,,,Resident and Anadromous,45.575,10,12,14.2,5,4.375,3,1,4,Unknown Barrier Status,4,6,0,0%,0,2,1.1,2,1.23,1.1,2,1.23,0.51,1,0.51,0,0,0,0,0,0,1.6,2,1.61,4,3,0.47,3,0.27,2,0.2,2,0.12,1,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13842224.865365362,6067813.845549099
CWCC.05547,WDFW March 2021,161046,,,,,20800511,Culvert,47.75161943,-124.3672812,47.7516113400001,-124.367285025,unnamed,Hoh River,Hoh,County,Oil City Rd,,13430,7.391,Jefferson,Hoh River,20,Barrier,0%,,,Resident and Anadromous,45.075,5,10.5,20.2,5,4.375,5,1,4,Unknown Barrier Status,4,3,2,0%,0,1,0.17,1,0.82,0.17,1,0.82,0,0,0,0,0,0,0,0,0,0.16,1,0.57,3,3,0.48,3,0.35,2,0.21,2,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13844502.84029658,6065630.845002569
CWCC.05548,WDFW March 2021,161050,,,,,20800512,Culvert,47.74912532,-124.36607537,47.748982658,-124.365979694,unnamed,Hoh River,Hoh,County,Oil City Rd,,13430,7.575,Jefferson,Hoh River,20,Barrier,33%,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,30.175,0,0,20.8,5,4.375,4,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,18.4240485407234,2,20.3579980122927,2,18.7262099646688,2,19.5892864613348,2,30.4610216776225,1,-13844357.53158216,6065195.6284198575
