OBJECTID,BarrierID,StreamName,TributaryTo,County,OwnerType,FeatureType,Species,PassiblePercent,HabitatQuantity_Chinook_mi,HabitatQuality_IPScore_Chinook,HabitatQuantity_Coho_mi,HabitatQuality_IPScore_Coho,HabitatQuantity_Steelhead_mi,HabitatQuality_IPScore_Steelhea,HabitatQuantity_Chum_mi,HabitatQuantity_Cutthroat_mi,NumberSpeciesBenefit,DownstreamBarriers_Count,DownstreamBarriers_MinpercPass,UpstreamBarriers_Count,UpstreamBarriers_MinpercPass,RoadDensity_mipersqmi,WaterQuality_303d,StreamTemperature_degC,FutureStreamTemperature_degC,CanopyCover_openingangledegrees,TreeHeight_avgm,BufferWidth_avgm,NetHabitatQuantity_Chinook_mi,NetHabitatQualityIPScore_Chinoo,NetHabitatQuantity_Coho_mi,NetHabitatQualityIPScore_Coho,NetHabitatQuantity_Steelhead_mi,NetHabitatQualityIPScore_Steelh,NetHabitatQuantity_Chum_mi,NetHabitatQuantity_Cutthroat_mi,DistancetoUpstreamBarrier_miles,BarrierFlag,GSU_Eco_Region,GSU_Subbasin,GSU,Score,Rank,Barrier_Passibility,Habitat_Quantity_Chinook,Habitat_Quality_Chinook,Habitat_Quantity_Steelhead,Habitat_Quality_Steelhead,Habitat_Quantity_Coho,Coho_Habitat_Quanity_Raw_Data,Habitat_Quality_Coho,Habitat_Quantity_Cutthroat,Habitat_Quantity_Chum,Number_of_Species_Benefitting,Downstream_Barriers,Upstream_Barriers,Road_Density,Water_Quality,Stream_Temperature,Future_Stream_Temperature,Canopy_Opening_Angle,Tree_Height,Buffer_Width,Riparian_Score,Percentile,GSU_Scenario,GlobalID,geoms
1727,127E0198,unnamed,unnamed 22.0470,Mason,Private,Culvert,"CO, SRCT, RT",67,0,-99999,0.08,-99999,0,-99999,0,0.08,2,2,33,0,-99999,4.83520685330901,,14.563497543335,15.9638080596924,0,0,0,0,-99999,0.08,-99999,0,-99999,0,0.08,0.333474946735221,Unknown Barrier Passibility,Olympic Mts Region,Satsop SB,Upper EF Satsop Tribs,30.6666666666667,2030,5,0,0,0,0,0,0.08,0,0,0,2,1,5,3,5,3,3,10,0,1,3.66666666666667,1.38618677042802,0,c6c6cdcb-0c32-474c-adf2-6041bf29e71b,"c(x = -123.350597069004, y = 47.1889474825204)"
1728,990963,Salmon Cr,Chehalis R,Thurston,State,Culvert,"CO, SH, SRCT, RT",67,0,-99999,2.7,0.73,0.4,0.33,0,2.7,3,6,33,4,33,4.01101344935575,,16.9315128326416,18.08837890625,0,0,0,0,-99999,0.59,0.81,0.27,0.32,0,0.59,1.70233454824582,Unknown Barrier Passibility,Black River Region,Black River SB,Upper Black Tribs,43.6666666666667,1245,5,0,0,1,2,5,2.7,4,5,0,3,0,2,3,5,3,2,10,0,1,3.66666666666667,38.545719844358,0,6d06eb18-a478-4e30-8a11-2cbaa69c9cf6,"c(x = -122.907884459105, y = 46.9364462903225)"
1729,993680,unnamed,Hoquiam R,Grays Harbor,State,Culvert,"CO, SH, SRCT, RT",67,0,-99999,0.14,0.6,0.14,0.2,0.14,0.14,4,0,-99999,0,-99999,4.45505923298094,,15.1525964736938,15.9635782241821,-99999,-99999,-99999,0,-99999,0.14,0.6,0.14,0.2,0.14,0.14,1.94327450240972,Unknown Barrier Passibility; Missing Riparian Data,Grays Harbor Region,Hoquiam SB,Lower Hoquiam,47.3333333333333,935,5,0,0,1,2,1,0.14,4,1,1,4,5,5,3,5,3,3,4,4,5,4.33333333333333,55.5933852140078,0,54ba6bd4-8f56-4ee4-8721-c57b4c2c2322,"c(x = -123.91538823515, y = 47.0183704246205)"
1730,127E0298,Outlet Cr,EF Satsop R 22.0360,Mason,Private,Culvert,"CO, SRCT, RT",67,0,-99999,1.18,0.36,0,-99999,0,1.18,2,8,33,0,-99999,4.83520685330901,,13.3949241638184,14.3792848587036,0,0,0,0,-99999,1.18,0.36,0,-99999,0,1.18,0.825562711308294,Unknown Barrier Passibility,Olympic Mts Region,Satsop SB,Bingham Creek,38.6666666666667,1694,5,0,0,0,0,3,1.18,2,3,0,2,0,5,3,5,4,3,10,0,1,3.66666666666667,17.0476653696498,1,c431d5e8-5fea-4dad-bec5-1586f91bfd0b,"c(x = -123.312067622085, y = 47.2831987613897)"
1731,125 1303W14B,unnamed,Stearns Cr,Lewis,Private,Culvert,"CO, SH, SRCT, RT",67,0,-99999,2.91,0.49,1.52,0.22,0,2.91,3,1,67,3,0,5.77186834202134,,20.2726364135742,21.3202991485596,166.001998901367,2.71771287918091,10.3214254379272,0,-99999,1.24,0.85,0.48,0.32,0,1.24,0.880412811346063,Unknown Barrier Passibility,Cascade Mts Region,Stearns SB,Stearns Cr,44,1236,5,0,0,4,2,5,2.91,3,5,0,3,4,1,2,5,2,1,1,2,3,2,39.7859922178988,3,ef9a97d7-b167-45d8-9b2a-65214725186f,"c(x = -123.028884324994, y = 46.6157718675427)"
1732,125 1403W13C,unnamed,Scammon Cr,Lewis,Private,Culvert,"CO, SH, SRCT, RT",67,0,-99999,1.09,0.36,1.09,0.17,0,1.09,3,6,0,2,0,5.28065499863152,,20.0290355682373,21.1529579162598,2.59885011473671e-4,22.2395000457764,69.006103515625,0,-99999,0.86,0.4,0.86,0.19,0,0.86,2.95544847777267,Unknown Barrier Passibility; 0% Passible Barrier Downstream,Central Lowlands Region,Scammon SB,Scammon Creek,40.6666666666667,1541,5,0,0,3,1,3,1.09,2,3,0,3,0,1,2,5,2,1,10,10,9,9.66666666666667,24.5865758754864,0,d1610adf-2c7a-46a5-9bbe-e0cf5bacfac8,"c(x = -123.003800464891, y = 46.6987281448509)"
1733,125 1501W29A,Packwood Cr,Hanaford Cr,Lewis,Private,Culvert,"CO, SH, RT",67,0,-99999,9.59,0.64,9.67,0.29,0,9.59,3,0,-99999,3,0,6.95768161160794,,19.0541725158691,14.5108089447021,180,0,0.100008502602577,0,-99999,5.3,0.7,5.3,0.32,0,5.3,19.6144925825358,Unknown Barrier Passibility,Cascade Mts Region,Skookumchuck SB,Hanaford Cr,61.6666666666667,116,5,0,0,10,2,10,9.59,4,10,0,3,5,1,1,5,2,3,1,0,1,0.666666666666667,94.2363813229572,3,e28d0fb7-833c-40f5-9324-9e873a4b4419,"c(x = -122.832799851384, y = 46.7537172431129)"
1734,125 1402W04G,China Cr,Chehalis R,Lewis,City,Culvert,"CO, SH, SRCT, RT",67,0,-99999,6.54,0.6,1.37,0.3,0,6.54,3,1,0,12,33,6.82118766207388,,21.0166511535645,21.4263591766357,86.7843017578125,9.16283512115479,17.7255001068115,0,-99999,1.43,0.69,0.59,0.3,0,1.43,4.28092439968619,Unknown Barrier Passibility; 0% Passible Barrier Downstream,Cascade Mts Region,China SB,China Creek,49.3333333333333,710,5,0,0,3,2,9,6.54,4,9,0,3,0,2,1,5,1,1,5,4,4,4.33333333333333,64.4941634241245,0,4cffb216-cf25-40a2-b81c-a7648ab0a3d7,"c(x = -122.941758447072, y = 46.7279818583533)"
1735,127E0269,unnamed,EF Satsop R 22.0360,Mason,Private,Culvert,"CO, SRCT, RT",67,0,-99999,0,-99999,0,-99999,0,0,0,0,-99999,0,-99999,4.83520685330901,,14.1276960372925,14.9425811767578,-99999,-99999,-99999,0,-99999,0,-99999,0,-99999,0,0,0.621371,Unknown Barrier Passibility; Missing Riparian Data,Olympic Mts Region,Satsop SB,Upper EF Satsop Tribs,33.3333333333333,1979,5,0,0,0,0,0,0,0,0,0,0,5,5,3,5,3,3,4,4,5,4.33333333333333,4.13424124513619,0,74cd8305-9512-40f5-af32-0a135221929b,"c(x = -123.34190471475, y = 47.1635349654436)"
1736,125 1303W25A,unnamed,Stearns Cr,Lewis,Private,Culvert,"CO, SH, SRCT, RT",67,0,-99999,1.66,0.52,0.94,0.24,0,1.66,3,0,-99999,1,33,5.77186834202134,,19.8071022033691,20.9323768615723,143.322006225586,2.11974239349365,0.566134989261627,0,-99999,0.94,0.57,0.94,0.24,0,0.94,4.17207785713494,Unknown Barrier Passibility,Cascade Mts Region,Stearns SB,Stearns Cr,43.6666666666667,1250,5,0,0,2,2,4,1.66,3,4,0,3,5,3,2,5,2,2,2,2,1,1.66666666666667,38.545719844358,3,c6edbb25-dc7f-4199-bacd-7a71e4204227,"c(x = -122.994034068835, y = 46.5883883579696)"
1737,125 1402W04C,unnamed,China Cr,Lewis,City,Culvert,"CO, SRCT, RT",67,0,-99999,1.57,0.64,0.45,0.26,0,1.57,3,1,0,3,67,6.82118766207388,,21.0564785003662,21.5089149475098,99.1726989746094,15.3833999633789,31.567850112915,0,-99999,0.2,-99999,0.2,-99999,0,0.2,0.12300576615674,Unknown Barrier Passibility; 0% Passible Barrier Downstream,Cascade Mts Region,China SB,China Creek,39.3333333333333,1644,5,0,0,1,2,4,1.57,4,4,0,3,0,2,1,5,1,1,5,8,6,6.33333333333333,19.0661478599222,0,ed331498-0288-4597-9958-73db5432ebda,"c(x = -122.947204873366, y = 46.7242637393626)"
1738,343155,unnamed,Scatter Cr,Thurston,County,Culvert,"CO, SH, SRCT, RT",67,0,-99999,1.17,0.53,0.25,0.25,0,1.17,3,0,-99999,2,0,5.33113409169212,,16.278470993042,16.948070526123,144.59700012207,12.8019199371338,25.5518760681152,0,-99999,0.78,0.4,0.25,0.25,0,0.78,0.687068271034836,Unknown Barrier Passibility,Black River Region,Scatter SB,Scatter Cr,43.3333333333333,1293,5,0,0,1,2,3,1.17,3,3,0,3,5,1,2,5,3,3,2,6,5,4.33333333333333,36.284046692607,2,69848652-b079-44d8-9816-dd57b544618f,"c(x = -122.814663927402, y = 46.8709082553021)"
1739,127E0235,Stillwater Cr,EF Satsop R 22.0360,Mason,Private,Culvert,"CO, SRCT, RT",67,0,-99999,2.14,0.84,1.16,0.44,0,2.14,3,1,67,3,33,4.83520685330901,,14.2445259094238,14.7292747497559,146.169006347656,15.3022499084473,28.9494037628174,0,-99999,1.13,0.79,1.13,0.43,0,1.13,0.0121901020064525,Unknown Barrier Passibility,Olympic Mts Region,Satsop SB,Upper EF Satsop Tribs,54,382,5,0,0,3,3,5,2.14,5,5,0,3,4,2,3,5,3,3,2,8,5,5,81.25,0,5363bc57-fc35-49f2-b8a6-c0a27f608fff,"c(x = -123.271531858255, y = 47.2218436614354)"
1740,127E0234,Stillwater Cr,EF Satsop R 22.0360,Mason,Private,Culvert,"CO, SRCT, RT",67,0,-99999,2.14,0.84,1.16,0.44,0,2.14,3,2,67,2,33,4.83520685330901,,14.2571067810059,14.729133605957,146.169006347656,15.3022499084473,28.9494037628174,0,-99999,1.72,0.89,1.16,0.44,0,1.72,0.471692346818114,Unknown Barrier Passibility,Olympic Mts Region,Satsop SB,Upper EF Satsop Tribs,53,438,5,0,0,3,3,5,2.14,5,5,0,3,3,2,3,5,3,3,2,8,5,5,78.4289883268483,0,45d5a160-0bb2-4714-a9c1-d96678631cf7,"c(x = -123.271272836688, y = 47.2218441776378)"
1741,993688,unnamed,WF Hoquiam R,Grays Harbor,State,Culvert,"CH, CK, CO, SH, SRCT, RT",67,0,-99999,0.03,-99999,0.03,-99999,0.03,0.03,4,0,-99999,0,-99999,5.16760848819619,,15.9205102920532,16.141918182373,180,0,0.0999909043312073,0,-99999,0.03,-99999,0.03,-99999,0.03,0.03,0.127940215069145,Unknown Barrier Passibility,Grays Harbor Region,Hoquiam SB,WF Hoquiam MS,32.6666666666667,1989,5,0,0,0,0,0,0.03,0,0,0,4,5,5,2,5,3,3,1,0,1,0.666666666666667,3.40466926070039,0,5caf9826-8ef4-48e0-b924-7c759f5029e9,"c(x = -123.9216957403, y = 47.0371003303335)"
1742,127E0407,unnamed,Decker Cr 22.0445,Mason,Private,Culvert,"CO, SRCT, RT",67,0,-99999,2.63,0.77,2.02,0.3,0,2.63,3,0,-99999,4,33,4.42518720879144,,14.6186771392822,16.6292495727539,151.070999145508,2.5,60.5989990234375,0,-99999,0.33,0.78,0.33,0.34,0,0.33,0.0791857840682098,Unknown Barrier Passibility,Olympic Mts Region,Satsop SB,Decker Creek,54.3333333333333,358,5,0,0,5,2,5,2.63,4,5,0,3,5,2,3,5,3,3,2,2,9,4.33333333333333,82.1984435797665,1,1bdaecb5-cad7-4030-b176-399246f0fe80,"c(x = -123.486293259726, y = 47.2260522848036)"
1743,125 1305W05A,unnamed,Elk Cr,Lewis,Private,Culvert,"CO, RT",67,0,-99999,0.34,0.1,0,-99999,0,0.34,2,0,-99999,0,-99999,5.62688105556739,,16.473108291626,17.9027729034424,-99999,-99999,-99999,0,-99999,0.34,0.1,0,-99999,0,0.34,0.284092234465424,Unknown Barrier Passibility; Missing Riparian Data,Willapa Hills Region,Elk Creek SB,Elk Cr,36.3333333333333,1869,5,0,0,0,0,1,0.34,1,1,0,2,5,5,2,5,3,2,4,4,5,4.33333333333333,9.14396887159533,1,950e8d63-b177-462f-bdb2-9c8ff5b586dc,"c(x = -123.332032976231, y = 46.6378705341838)"
1744,127E0249,unnamed,Glenn Cr 22.0471,Mason,Private,Non-Culvert Xing,"CO, SRCT, RT",67,0,-99999,0.03,-99999,0,-99999,0,0.03,2,3,33,0,-99999,4.83520685330901,,14.2853078842163,15.1961841583252,-99999,-99999,-99999,0,-99999,0.03,-99999,0,-99999,0,0.03,0.0169232684620788,Unknown Barrier Passibility; Missing Riparian Data,Olympic Mts Region,Satsop SB,Upper EF Satsop Tribs,30.3333333333333,2037,5,0,0,0,0,0,0.03,0,0,0,2,0,5,3,5,3,3,4,4,5,4.33333333333333,1.0943579766537,0,9c5d38dd-c0c7-42cd-860e-3e8ef1b31151,"c(x = -123.291500374058, y = 47.1892332356541)"
1745,990485,Wilson Cr,Chehalis R,Grays Harbor,State,Culvert,"CO, SH, SRCT, RT",67,0,-99999,1.07,0.6,0.93,0.26,0.84,1.07,4,0,-99999,5,33,4.36581608268372,,19.6833953857422,20.0647201538086,-99999,-99999,-99999,0,-99999,0.12,0.81,0.12,0.33,0.12,0.12,0.0667901107620531,Unknown Barrier Passibility; Missing Riparian Data,Tidal Chehalis Region,Tidal Zone SB,Tidal Zone,48.3333333333333,811,5,0,0,2,2,3,1.07,4,3,2,4,5,2,3,5,2,2,4,4,5,4.33333333333333,59.9951361867704,1,b7e20b5c-4faf-41cf-b8f9-caa7eb7ca0a4,"c(x = -123.801530622839, y = 46.9774916963827)"
1746,991300,unnamed,Redman Sl,Grays Harbor,State,Culvert,"CO, SH, SRCT, RT",67,0,-99999,1.6,0.68,0.91,0.24,1.6,1.6,4,1,0,2,33,4.06629726524013,,16.2541650395,16.5429838976,180,0,74.3585968017578,0,-99999,0.4,0.79,0.4,0.3,0.4,0.4,0.0635846631918993,Unknown Barrier Passibility; 0% Passible Barrier Downstream,Grays Harbor Region,Redman Slough SB,Redman Slough,48.6666666666667,776,5,0,0,2,2,4,1.6,4,4,4,4,0,2,3,5,3,3,1,0,10,3.66666666666667,62.0136186770428,0,253a5da5-99ec-45a9-bcc9-b03fc7e6a98f,"c(x = -124.032203937457, y = 46.8927301736172)"
1747,127E0131,unnamed,unnamed 22.0470,Mason,Private,Culvert,"CO, SRCT, RT",67,0,-99999,0.53,0.66,0,-99999,0,0.53,2,1,67,0,-99999,4.83520685330901,,14.8493633270264,15.8422288894653,-99999,-99999,-99999,0,-99999,0.53,0.66,0,-99999,0,0.53,0.562430672472698,Unknown Barrier Passibility; Missing Riparian Data,Olympic Mts Region,Satsop SB,Upper EF Satsop Tribs,42.3333333333333,1390,5,0,0,0,0,2,0.53,4,2,0,2,4,5,3,5,3,3,4,4,5,4.33333333333333,31.7850194552529,0,955c98f7-531c-448a-ae2f-e5e0f6e52784,"c(x = -123.35926167956, y = 47.170064104184)"
1748,127E0286,Outlet Cr,EF Satsop R 22.0360,Mason,Private,Culvert,"CO, SRCT, RT",67,0,-99999,4.7,0.75,0,-99999,0,4.7,2,1,67,8,33,4.83520685330901,,13.4521608352661,13.7439432144165,0,0,0,0,-99999,1.1,0.95,0,-99999,0,1.1,0.662905104197566,Unknown Barrier Passibility,Olympic Mts Region,Satsop SB,Bingham Creek,50.6666666666667,599,5,0,0,0,0,7,4.7,4,7,0,2,4,2,3,5,4,4,10,0,1,3.66666666666667,70.1848249027237,1,208ead0e-7b0d-4717-8f7c-ce3a9db22e6b,"c(x = -123.326954611892, y = 47.249720575426)"
1749,127E0304,Outlet Cr,EF Satsop R 22.0360,Mason,Private,Culvert,"CO, SRCT, RT",67,0,-99999,4.38,0.69,0,-99999,0,4.38,2,4,33,5,33,4.83520685330901,,13.4855613708496,14.6216077804565,0.00111078994814307,19.0205993652344,76.7555999755859,0,-99999,2.55,0.83,0,-99999,0,2.55,3.91959963747262,Unknown Barrier Passibility,Olympic Mts Region,Satsop SB,Bingham Creek,51.3333333333333,558,5,0,0,0,0,7,4.38,4,7,0,2,0,2,3,5,4,3,10,8,10,9.33333333333333,72.227626459144,1,7b1cfac7-1ae1-48f7-b68a-ae2cf1f059c1,"c(x = -123.323151759467, y = 47.2583069929581)"
1750,990749,unnamed,Chehalis R,Lewis,State,Culvert,"CO, SH, SRCT, RT",67,0,-99999,0.46,-99999,0.33,-99999,0,0.46,3,1,33,0,-99999,5.69367526736663,,20.0577831268311,21.0087432861328,130.427993774414,9.79067039489746,41.4398002624512,0,-99999,0.46,-99999,0.33,-99999,0,0.46,0.254111347306061,Unknown Barrier Passibility,Willapa Hills Region,Chehalis RBF to Crim SB,Chehalis RB Falls to Crim MS,33.6666666666667,1955,5,0,0,1,0,1,0.46,0,1,0,3,3,5,2,5,2,1,3,4,7,4.66666666666667,4.83949416342412,1,2b465176-a4a7-47c4-b3ec-56eae47d5433,"c(x = -123.274158641112, y = 46.6187057743265)"
1751,991290,unnamed,Kearney Cr,Lewis,State,Culvert,"CO, SH, SRCT, RT",67,0,-99999,0.58,0.66,0.58,0.25,0,0.58,3,0,-99999,3,0,5.74481629098802,,17.3002090454102,16.5717487335205,108,4.55864000320435,3.90094995498657,0,-99999,0.58,0.8,0.58,0.27,0,0.58,0.00478204106798844,Unknown Barrier Passibility,Cascade Mts Region,Newaukum SB,SF Newaukum Tribs,40.3333333333333,1583,5,0,0,2,2,2,0.58,4,2,0,3,5,1,2,5,2,3,4,2,1,2.33333333333333,22.6410505836576,0,7eca94d1-69a0-4c87-b329-237754017e68,"c(x = -122.599407944155, y = 46.611724739661)"
1752,125 1303W24A,unnamed,Stearns Cr,Lewis,Private,Culvert,"CO, SH, SRCT, RT",67,0,-99999,0.43,0.49,0.3,0.32,0,0.43,3,0,-99999,0,-99999,5.77186834202134,,19.9648342132568,21.0950164794922,71.1657028198242,13.4316244125366,21.0393848419189,0,-99999,0.43,0.49,0.3,0.32,0,0.43,2.09677364918382,Unknown Barrier Passibility,Cascade Mts Region,Stearns SB,Stearns Cr,41.6666666666667,1464,5,0,0,1,2,1,0.43,3,1,0,3,5,5,2,5,2,1,6,6,5,5.66666666666667,29.0369649805447,3,82156618-6346-4e10-8edc-0b3a05ab7f08,"c(x = -123.009712123367, y = 46.6043323412977)"
1753,125 1503W23B,unnamed sl,Chehalis R,Thurston,Private,Culvert,"CO, SRCT, RT",67,0,-99999,0.78,0.81,0.78,0.32,0,0.78,3,1,0,0,-99999,5.28065499863152,,20.1581707000732,20.9288635253906,0,0,0,0,-99999,0.78,0.81,0.78,0.32,0,0.78,7.39047750720487,Unknown Barrier Passibility; 0% Passible Barrier Downstream,Lower Chehalis Region,RB Trib 2286 SB,RB Trib 2286,40.6666666666667,1547,5,0,0,2,2,2,0.78,5,2,0,3,0,5,2,5,2,2,10,0,1,3.66666666666667,24.5865758754864,0,6982d819-18a6-4363-8a96-4e420ac6887f,"c(x = -123.023669886415, y = 46.7692642139676)"
1754,990904,unnamed,Redman Sl,Grays Harbor,State,Culvert,"CO, SH, SRCT, RT",67,0,-99999,0.5,0.41,0.4,0.14,0.5,0.5,4,2,0,0,-99999,4.06629726524013,,16.2541650395,16.5429838976,180,0,60.7845001220703,0,-99999,0.5,0.41,0.4,0.14,0.5,0.5,0.373363659255049,Unknown Barrier Passibility; 0% Passible Barrier Downstream,Grays Harbor Region,Redman Slough SB,Redman Slough,42.3333333333333,1393,5,0,0,1,1,2,0.5,3,2,2,4,0,5,3,5,3,3,1,0,9,3.33333333333333,31.7850194552529,0,ee519e55-024f-4fe5-a626-9ae30e14c7af,"c(x = -124.046398476166, y = 46.8903050185938)"
1755,125 1302W24A,Allen Cr,Newaukum R,Lewis,Private,Culvert,"CO, SRCT, RT",67,0,-99999,6.94,0.68,4.69,0.24,0,6.94,3,3,0,32,0,3.82186019467875,,19.708517074585,21.0866794586182,143.309997558594,15.9097003936768,23.4705848693848,0,-99999,0.52,0.89,0.52,0.33,0,0.52,0.225805542479155,Unknown Barrier Passibility; 0% Passible Barrier Downstream,Cascade Mts Region,Newaukum SB,Lower Newaukum Tribs,57,240,5,0,0,7,2,9,6.94,4,9,0,3,0,1,4,5,2,1,2,8,5,5,88.1079766536965,0,080b699a-a36c-4582-82e9-ad14a1d5eb18,"c(x = -122.881271250717, y = 46.5912674237349)"
1756,125 1504W34A,unnamed,Lincoln Cr,Lewis,Private,Culvert,"CO, SRCT, RT",67,0,-99999,0.48,0.67,0.48,0.23,0,0.48,3,3,67,1,0,4.76184102935595,,18.3937206268311,19.5529098510742,0,0,0,0,-99999,0.48,0.67,0.48,0.23,0,0.48,0.340226076003469,Unknown Barrier Passibility,Central Lowlands Region,Lincoln Cr SB,Lincoln Cr,33.6666666666667,1954,5,0,0,1,2,1,0.48,4,1,0,3,0,1,3,5,2,2,10,0,1,3.66666666666667,4.83949416342412,2,cf6337bf-7d6e-4d34-9d98-ad169010321c,"c(x = -123.165069309282, y = 46.7453476945441)"
1757,125 1402W04F,unnamed,China Cr,Lewis,Private,Culvert,"CO, SRCT, RT",67,0,-99999,0.94,0.63,0.25,0.26,0,0.94,3,3,0,1,67,6.82118766207388,,21.0462684631348,21.4927062988281,-99999,-99999,-99999,0,-99999,0.94,0.63,0.25,0.26,0,0.94,4.85690995850816,Unknown Barrier Passibility; Missing Riparian Data; 0% Passible Barrier Downstream,Cascade Mts Region,China SB,China Creek,34.3333333333333,1934,5,0,0,1,2,2,0.94,4,2,0,3,0,3,1,5,1,1,4,4,5,4.33333333333333,5.61770428015564,0,e4315dfa-e44a-43e3-955f-09bdd0e3945a,"c(x = -122.942156737117, y = 46.7226648916475)"
1758,343519,Blooms Ditch,Black R,Thurston,County,Culvert,"CO, SH, SRCT, RT",67,0,-99999,1.63,0.75,1.63,0.26,0,1.63,3,4,33,1,67,4.01101344935575,,16.693483281,18.4085095778,0,0,0,0,-99999,1.04,0.84,1.04,0.29,0,1.04,0.919114816756497,Unknown Barrier Passibility,Black River Region,Black River SB,Upper Black Tribs,45.6666666666667,1057,5,0,0,4,2,4,1.63,4,4,0,3,0,3,3,5,3,2,10,0,1,3.66666666666667,48.0301556420233,0,277e9b30-2f2c-4487-a6b3-969e8cf59852,"c(x = -122.886068052339, y = 46.9236713124799)"
1759,125 1303W04B,unnamed,Chehalis R,Lewis,Private,Culvert,"CO, RT",67,0,-99999,1.06,0.69,0,-99999,0,1.06,2,1,67,1,67,4.94167062056945,,20.6261520385742,21.2303714752197,0,0,0,0,-99999,0.43,0.82,0,-99999,0,0.43,0.227554644844322,Unknown Barrier Passibility,Middle Chehalis Region,Middle Chehalis River SB,Middle Chehalis: SF to Newaukum SB,38.6666666666667,1695,5,0,0,0,0,3,1.06,4,3,0,2,4,3,3,5,2,1,10,0,1,3.66666666666667,17.0476653696498,3,7318f863-7395-4f75-a137-b3a908ac8f36,"c(x = -123.071510254336, y = 46.6426069045627)"
1760,127E0225,unnamed,EF Satsop R 22.0360,Mason,Private,Culvert,"CO, SRCT, RT",67,0,-99999,1.13,0.56,0,-99999,0,1.13,2,2,33,2,33,4.83520685330901,,14.6393594741821,15.2486600875854,-99999,-99999,-99999,0,-99999,0.62,0.61,0,-99999,0,0.62,0.812782196002955,Unknown Barrier Passibility; Missing Riparian Data,Olympic Mts Region,Satsop SB,Upper EF Satsop Tribs,37.3333333333333,1790,5,0,0,0,0,3,1.13,3,3,0,2,1,2,3,5,3,3,4,4,5,4.33333333333333,12.15953307393,0,72df6f7e-3a77-4fc0-ac60-8de43c19a388,"c(x = -123.329924616714, y = 47.1999130081855)"
1761,127E0224,unnamed,EF Satsop R 22.0360,Mason,Private,Culvert,"CO, SRCT, RT",67,0,-99999,0.58,0.45,0,-99999,0,0.58,2,3,33,1,33,4.83520685330901,,15.0478506088257,15.8430671691895,-99999,-99999,-99999,0,-99999,0.58,0.45,0,-99999,0,0.58,0.495031619902574,Unknown Barrier Passibility; Missing Riparian Data,Olympic Mts Region,Satsop SB,Upper EF Satsop Tribs,35.3333333333333,1906,5,0,0,0,0,2,0.58,3,2,0,2,0,3,3,5,3,3,4,4,5,4.33333333333333,6.90661478599222,0,9230abfd-629c-4c45-a4aa-cadc1e5d4ae1,"c(x = -123.329251182676, y = 47.2040939938136)"
1762,125 1504W26A,unnamed,Lincoln Cr,Lewis,Private,Culvert,"CO, SH, SRCT, RT",67,0,-99999,2.34,0.65,2.06,0.23,0,2.34,3,0,-99999,7,0,4.76184102935595,,18.2514667510986,19.5149593353271,0,0,0,0,-99999,1.09,0.75,1.09,0.25,0,1.09,0.410903742599766,Unknown Barrier Passibility,Central Lowlands Region,Lincoln Cr SB,Lincoln Cr,50.6666666666667,602,5,0,0,5,2,5,2.34,4,5,0,3,5,1,3,5,2,2,10,0,1,3.66666666666667,70.1848249027237,2,0c49c160-acc1-4a8f-974d-148655129efa,"c(x = -123.150042907189, y = 46.7535632476302)"
1763,125 1601W16E,unnamed,Scatter Cr,Thurston,Private,Dam,"CO, SRCT, RT",67,0,-99999,0.47,0.68,0,-99999,0,0.47,2,1,67,1,0,5.33113409169212,,16.1182689666748,16.931978225708,0,0,0,0,-99999,0.47,0.68,0,-99999,0,0.47,1.41880733278447,Unknown Barrier Passibility,Black River Region,Scatter SB,Scatter Cr,34.6666666666667,1931,5,0,0,0,0,1,0.47,4,1,0,2,4,1,2,5,3,3,10,0,1,3.66666666666667,6.15272373540856,2,f93dbdb5-193c-4c14-8cd4-ed545c70c31a,"c(x = -122.810220647653, y = 46.8695014071996)"
1764,341875,Allen Cr,Black R,Thurston,County,Culvert,"CO, SRCT, RT",67,0,-99999,10.41,0.71,7.34,0.26,1.95,10.41,4,0,-99999,7,33,6.09811454544212,,17.3588047027588,17.3873424530029,122.429000854492,13.7355852127075,31.6670989990234,0,-99999,3.51,0.78,2.2,0.31,1.95,3.51,6.19440766794785,Unknown Barrier Passibility,Black River Region,Black River SB,Beaver Cr,71,31,5,0,0,10,2,10,10.41,4,10,4,4,5,2,1,5,2,2,3,6,6,5,98.4922178988327,2,722066eb-e564-43df-9afb-5ffecb99dd9b,"c(x = -122.981227413998, y = 46.8975393916521)"
1765,127E0210,unnamed,Beaver Cr 22.0470,Mason,Private,Culvert,"CO, SRCT, RT",67,0,-99999,0.06,0.87,0,-99999,0,0.06,2,2,33,0,-99999,4.83520685330901,,15.0043525695801,15.8539924621582,0,0,0,0,-99999,0.06,0.87,0,-99999,0,0.06,0.0292059211342831,Unknown Barrier Passibility,Olympic Mts Region,Satsop SB,Upper EF Satsop Tribs,35.6666666666667,1902,5,0,0,0,0,0,0.06,5,0,0,2,1,5,3,5,3,3,10,0,1,3.66666666666667,7.78210116731518,0,06fd37ae-acfd-44d8-ab64-f2e51b9cd89b,"c(x = -123.344008254746, y = 47.1948868277829)"
